onset	duration	onsetdelay	ITIduration	trial	ProperName	categ	cond	vocalOnset	rpDuration	vocalDuration	stim_file
20.001	4	0	2	1	Amin	Ape	NRPb	11.985	2	2	Ape1.jpg
26.001	4	2	1.5	2	Lonnie	Lion	RPminus	17.985	2	2	Lion8.jpg
31.501	4	1.5	1	3	Ennis	Elephant	RPplus	21.509	2	2	Elephant8.jpg
36.502	4	1	1.5	4	Anton	Ape	NRPa	28.486	2	2	Ape2.jpg
42.002	4	1.5	1	5	Edbert	Elephant	RPminus	33.986	2	2	Elephant4.jpg
47.002	4	1	1	6	Leroy	Lion	RPminus	38.987	2	2	Lion4.jpg
52.002	4	1	3	7	Efren	Elephant	RPminus	43.987	2	2	Elephant1.jpg
59.003	4	3	2	8	Eton	Elephant	RPminus	50.987	2	2	Elephant3.jpg
65.003	4	2	2	9	Gino	Giraffe	RPminus	56.988	2	2	Giraffe7.jpg
71.003	4	2	2	10	Landin	Lion	RPplus	61.01	2	2	Lion1.jpg
77.004	4	2	1	11	Lester	Lion	RPminus	68.988	2	2	Lion6.jpg
82.004	4	1	1	12	Linton	Lion	RPminus	73.988	2	2	Lion3.jpg
87.004	4	1	1	13	Omar	Otter	NRPb	78.989	2	2	Otter1.jpg
92.005	4	1	1.5	14	Amos	Ape	NRPa	83.989	2	2	Ape8.jpg
97.505	4	1.5	1	15	Arlen	Ape	NRPb	89.489	2	2	Ape6.jpg
102.505	4	1	1	16	Oakley	Otter	NRPa	94.49	2	2	Otter7.jpg
107.505	4	1	1	17	Asher	Ape	NRPa	99.49	2	2	Ape5.jpg
112.506	4	1	1.5	18	Patrice	Pig	NRPa	104.49	2	2	Pig2.jpg
118.006	4	1.5	1.5	19	Elden	Elephant	RPplus	108.012	2	2	Elephant6.jpg
123.506	4	1.5	2	20	Emmet	Elephant	RPplus	113.514	2	2	Elephant5.jpg
129.506	4	2	1.5	21	Odin	Otter	NRPa	121.491	2	2	Otter5.jpg
135.006	4	1.5	1.5	22	Abner	Ape	NRPb	126.991	2	2	Ape3.jpg
140.507	4	1.5	1	23	Pearson	Pig	NRPb	132.492	2	2	Pig6.jpg
145.507	4	1	3	24	Godwin	Giraffe	RPminus	137.492	2	2	Giraffe3.jpg
152.507	4	3	1	25	Gordie	Giraffe	RPplus	142.515	2	2	Giraffe4.jpg
157.508	4	1	1	26	Ewan	Elephant	RPminus	149.492	2	2	Elephant7.jpg
162.508	4	1	2	27	Alden	Ape	NRPb	154.492	2	2	Ape4.jpg
168.508	4	2	2.5	28	Pryor	Pig	NRPb	160.493	2	2	Pig4.jpg
175.008	4	2.5	1	29	Egan	Elephant	RPplus	165.015	2	2	Elephant2.jpg
180.009	4	1	1.5	30	Griswold	Giraffe	RPplus	170.016	2	2	Giraffe6.jpg
185.509	4	1.5	1.5	31	Luka	Lion	RPplus	175.518	2	2	Lion7.jpg
191.009	4	1.5	1.5	32	Orson	Otter	NRPb	182.994	2	2	Otter4.jpg
196.51	4	1.5	1	33	Angus	Ape	NRPa	188.494	2	2	Ape7.jpg
201.51	4	1	1	34	Luther	Lion	RPplus	191.517	2	2	Lion2.jpg
206.51	4	1	2.5	35	Gunther	Giraffe	RPplus	196.517	2	2	Giraffe2.jpg
213.011	4	2.5	3	36	Gifford	Giraffe	RPminus	204.995	2	2	Giraffe1.jpg
220.011	4	3	1	37	Osgood	Otter	NRPa	211.995	2	2	Otter3.jpg
225.011	4	1	1.5	38	Garret	Giraffe	RPplus	215.018	2	2	Giraffe8.jpg
230.511	4	1.5	1	39	Prescott	Pig	NRPa	222.496	2	2	Pig8.jpg
