onset	duration	onsetdelay	ITIduration	trial	ProperName	categ	cond	vocalOnset	rpDuration	vocalDuration	stim_file
20.001	4	0	1	1	Emmet	Elephant	RPminus	11.986	2	2	Elephant7.jpg
25.001	4	0	1	2	Elden	Elephant	RPminus	16.986	2	2	Elephant1.jpg
30.001	4	0	1	3	Landin	Lion	NRPa	21.986	2	2	Lion1.jpg
35.001	4	0	1.5	4	Alden	Ape	RPplus	25.007	2	2	Ape3.jpg
40.502	4	0	1	5	Amin	Ape	RPplus	30.508	2	2	Ape8.jpg
45.502	4	0	2	6	Asher	Ape	RPminus	37.486	2	2	Ape1.jpg
51.502	4	0	1	7	Pryor	Pig	NRPa	43.487	2	2	Pig4.jpg
56.502	4	0	2	8	Osgood	Otter	NRPa	48.487	2	2	Otter4.jpg
62.503	4	0	1	9	Perry	Pig	NRPb	54.487	2	2	Pig8.jpg
67.503	4	0	1	10	Pearson	Pig	NRPa	59.488	2	2	Pig3.jpg
72.503	4	0	1	11	Patrice	Pig	NRPb	64.488	2	2	Pig7.jpg
77.504	4	0	1.5	12	Angus	Ape	RPplus	67.511	2	2	Ape7.jpg
83.004	4	0	2.5	13	Parrish	Pig	NRPb	74.989	2	2	Pig2.jpg
89.504	4	0	1	14	Egan	Elephant	RPplus	79.512	2	2	Elephant5.jpg
94.505	4	0	1.5	15	Arlen	Ape	RPminus	86.489	2	2	Ape5.jpg
100.005	4	0	1	16	Ennis	Elephant	RPplus	90.011	2	2	Elephant4.jpg
105.005	4	0	2.5	17	Omar	Otter	NRPb	96.99	2	2	Otter6.jpg
111.505	4	0	1	18	Linton	Lion	NRPb	103.49	2	2	Lion5.jpg
116.506	4	0	1	19	Gifford	Giraffe	RPminus	108.49	2	2	Giraffe7.jpg
121.506	4	0	1.5	20	Eton	Elephant	RPplus	111.514	2	2	Elephant8.jpg
127.006	4	0	1	21	Oakley	Otter	NRPa	118.991	2	2	Otter3.jpg
132.007	4	0	1.5	22	Anton	Ape	RPminus	123.991	2	2	Ape6.jpg
137.507	4	0	2.5	23	Percy	Pig	NRPb	129.492	2	2	Pig6.jpg
144.007	4	0	5	24	Abner	Ape	RPplus	134.014	2	2	Ape4.jpg
153.007	4	0	3.5	25	Efren	Elephant	RPplus	143.014	2	2	Elephant2.jpg
160.508	4	0	1	26	Amos	Ape	RPminus	152.492	2	2	Ape2.jpg
165.508	4	0	1	27	Orson	Otter	NRPa	157.493	2	2	Otter8.jpg
170.508	4	0	1	28	Prescott	Pig	NRPa	162.493	2	2	Pig1.jpg
175.509	4	0	1	29	Odin	Otter	NRPa	167.493	2	2	Otter7.jpg
180.509	4	0	2.5	30	Garret	Giraffe	RPplus	170.515	2	2	Giraffe3.jpg
187.009	4	0	1	31	Griswold	Giraffe	RPplus	177.016	2	2	Giraffe8.jpg
192.009	4	0	4.5	32	Ewan	Elephant	RPminus	183.994	2	2	Elephant3.jpg
200.51	4	0	1.5	33	Luther	Lion	NRPa	192.495	2	2	Lion2.jpg
206.01	4	0	1	34	Glenworth	Giraffe	RPplus	196.017	2	2	Giraffe5.jpg
211.01	4	0	2.5	35	Leroy	Lion	NRPb	202.995	2	2	Lion4.jpg
217.51	4	0	2	36	Gunther	Giraffe	RPminus	209.495	2	2	Giraffe1.jpg
223.511	4	0	1	37	Oxley	Otter	NRPb	215.496	2	2	Otter5.jpg
228.511	4	0	1.5	38	Olaf	Otter	NRPb	220.496	2	2	Otter1.jpg
234.011	4	0	1	39	Godwin	Giraffe	RPminus	225.996	2	2	Giraffe6.jpg
239.011	4	0	2	40	Levar	Lion	NRPa	230.996	2	2	Lion6.jpg
245.011	4	0	1	41	Gordie	Giraffe	RPminus	236.996	2	2	Giraffe4.jpg
250.012	4	0	1	42	Lonnie	Lion	NRPb	241.996	2	2	Lion3.jpg
255.012	4	0	1	43	Edbert	Elephant	RPminus	246.997	2	2	Elephant6.jpg
260.012	4	0	1	44	Paxton	Pig	NRPa	251.997	2	2	Pig5.jpg
265.012	4	0	3	45	Asher	Ape	RPminus	256.997	2	2	Ape1.jpg
272.013	4	0	1	46	Gino	Giraffe	RPplus	262.02	2	2	Giraffe2.jpg
277.013	4	0	1	47	Emmet	Elephant	RPminus	268.997	2	2	Elephant7.jpg
282.013	4	0	1	48	Orrin	Otter	NRPb	273.998	2	2	Otter2.jpg
287.013	4	0	3.5	49	Luka	Lion	NRPb	278.998	2	2	Lion8.jpg
294.514	4	0	2.5	50	Godwin	Giraffe	RPminus	286.498	2	2	Giraffe6.jpg
301.014	4	0	1.5	51	Ennis	Elephant	RPplus	291.02	2	2	Elephant4.jpg
306.514	4	0	1.5	52	Lester	Lion	NRPa	298.499	2	2	Lion7.jpg
312.014	4	0	1.5	53	Prescott	Pig	NRPa	303.999	2	2	Pig1.jpg
317.515	4	0	1.5	54	Pearson	Pig	NRPa	309.499	2	2	Pig3.jpg
323.015	4	0	1	55	Gunther	Giraffe	RPminus	315	2	2	Giraffe1.jpg
328.015	4	0	2.5	56	Abner	Ape	RPplus	318.022	2	2	Ape4.jpg
334.516	4	0	1.5	57	Linton	Lion	NRPb	326.5	2	2	Lion5.jpg
340.016	4	0	1	58	Alden	Ape	RPplus	330.022	2	2	Ape3.jpg
345.016	4	0	2.5	59	Oakley	Otter	NRPa	337.001	2	2	Otter3.jpg
351.516	4	0	1	60	Orson	Otter	NRPa	343.501	2	2	Otter8.jpg
356.517	4	0	1	61	Lester	Lion	NRPa	348.501	2	2	Lion7.jpg
361.517	4	0	1	62	Gordie	Giraffe	RPminus	353.502	2	2	Giraffe4.jpg
366.517	4	0	2	63	Omar	Otter	NRPb	358.502	2	2	Otter6.jpg
372.517	4	0	1.5	64	Perry	Pig	NRPb	364.502	2	2	Pig8.jpg
378.018	4	0	1	65	Luther	Lion	NRPa	370.002	2	2	Lion2.jpg
383.018	4	0	3.5	66	Anton	Ape	RPminus	375.003	2	2	Ape6.jpg
390.518	4	0	2.5	67	Eton	Elephant	RPplus	380.527	2	2	Elephant8.jpg
397.019	4	0	1.5	68	Glenworth	Giraffe	RPplus	387.025	2	2	Giraffe5.jpg
