onset	duration	trial	ProperName	categ	cond	restudyDuration	stim_file
20.001	8	1	Asher	Ape	NRPa	2	Ape8.jpg
28.001	8	2	Landin	Lion	RPplus	2	Lion1.jpg
36.002	8	3	Gifford	Giraffe	NRPa	2	Giraffe8.jpg
44.002	8	4	Patrice	Pig	RPminus	2	Pig4.jpg
52.002	8	5	Oakley	Otter	RPplus	2	Otter3.jpg
60.002	8	6	Prescott	Pig	RPminus	2	Pig6.jpg
68.002	8	7	Efren	Elephant	NRPb	2	Elephant7.jpg
76.003	8	8	Levar	Lion	RPminus	2	Lion3.jpg
84.003	8	9	Pearson	Pig	RPplus	2	Pig8.jpg
92.003	8	10	Abner	Ape	NRPb	2	Ape1.jpg
100.003	8	11	Amos	Ape	NRPa	2	Ape4.jpg
108.003	8	12	Osgood	Otter	RPminus	2	Otter5.jpg
116.003	8	13	Griswold	Giraffe	NRPb	2	Giraffe3.jpg
124.003	8	14	Elden	Elephant	NRPb	2	Elephant2.jpg
132.004	8	15	Luka	Lion	RPminus	2	Lion7.jpg
140.004	8	16	Odin	Otter	RPminus	2	Otter1.jpg
148.004	8	17	Gordie	Giraffe	NRPa	2	Giraffe2.jpg
156.004	8	18	Luther	Lion	RPplus	2	Lion5.jpg
164.005	8	19	Percy	Pig	RPminus	2	Pig3.jpg
172.005	8	20	Ewan	Elephant	NRPa	2	Elephant1.jpg
180.005	8	21	Alden	Ape	NRPb	2	Ape2.jpg
188.005	8	22	Ennis	Elephant	NRPa	2	Elephant4.jpg
196.005	8	23	Gunther	Giraffe	NRPa	2	Giraffe4.jpg
204.006	8	24	Eton	Elephant	NRPa	2	Elephant6.jpg
212.006	8	25	Omar	Otter	RPplus	2	Otter4.jpg
220.006	8	26	Amin	Ape	NRPb	2	Ape5.jpg
228.006	8	27	Egan	Elephant	NRPb	2	Elephant8.jpg
236.006	8	28	Pryor	Pig	RPplus	2	Pig7.jpg
244.006	8	29	Godwin	Giraffe	NRPb	2	Giraffe1.jpg
252.007	8	30	Olaf	Otter	RPminus	2	Otter2.jpg
260.007	8	31	Anton	Ape	NRPb	2	Ape7.jpg
268.007	8	32	Angus	Ape	NRPa	2	Ape3.jpg
276.007	8	33	Oxley	Otter	RPminus	2	Otter8.jpg
284.008	8	34	Arlen	Ape	NRPa	2	Ape6.jpg
292.008	8	35	Garret	Giraffe	NRPa	2	Giraffe7.jpg
300.008	8	36	Lester	Lion	RPplus	2	Lion6.jpg
308.008	8	37	Gino	Giraffe	NRPb	2	Giraffe6.jpg
316.008	8	38	Orrin	Otter	RPplus	2	Otter7.jpg
324.009	8	39	Lonnie	Lion	RPplus	2	Lion4.jpg
332.009	8	40	Emmet	Elephant	NRPa	2	Elephant3.jpg
340.009	8	41	Leroy	Lion	RPminus	2	Lion8.jpg
348.009	8	42	Orson	Otter	RPplus	2	Otter6.jpg
356.009	8	43	Glenworth	Giraffe	NRPb	2	Giraffe5.jpg
364.009	8	44	Parrish	Pig	RPminus	2	Pig2.jpg
372.01	8	45	Perry	Pig	RPplus	2	Pig5.jpg
380.01	8	46	Edbert	Elephant	NRPb	2	Elephant5.jpg
388.01	8	47	Paxton	Pig	RPplus	2	Pig1.jpg
396.01	8	48	Linton	Lion	RPminus	2	Lion2.jpg
