onset	duration	trial	ProperName	categ	cond	restudyDuration	stim_file
20.002	8	1	Gino	Giraffe	NRPb	2	Giraffe6.jpg
28.002	8	2	Godwin	Giraffe	NRPb	2	Giraffe1.jpg
36.003	8	3	Leroy	Lion	RPminus	2	Lion8.jpg
44.003	8	4	Luka	Lion	RPminus	2	Lion7.jpg
52.003	8	5	Luther	Lion	RPplus	2	Lion5.jpg
60.003	8	6	Oakley	Otter	RPplus	2	Otter3.jpg
68.003	8	7	Arlen	Ape	NRPa	2	Ape6.jpg
76.003	8	8	Lonnie	Lion	RPplus	2	Lion4.jpg
84.004	8	9	Gifford	Giraffe	NRPa	2	Giraffe8.jpg
92.004	8	10	Ennis	Elephant	NRPa	2	Elephant4.jpg
100.004	8	11	Angus	Ape	NRPa	2	Ape3.jpg
108.004	8	12	Glenworth	Giraffe	NRPb	2	Giraffe5.jpg
116.004	8	13	Edbert	Elephant	NRPb	2	Elephant5.jpg
124.005	8	14	Patrice	Pig	RPminus	2	Pig4.jpg
132.005	8	15	Anton	Ape	NRPb	2	Ape7.jpg
140.005	8	16	Eton	Elephant	NRPa	2	Elephant6.jpg
148.005	8	17	Emmet	Elephant	NRPa	2	Elephant3.jpg
156.005	8	18	Perry	Pig	RPplus	2	Pig5.jpg
164.005	8	19	Orrin	Otter	RPplus	2	Otter7.jpg
172.006	8	20	Efren	Elephant	NRPb	2	Elephant7.jpg
180.006	8	21	Parrish	Pig	RPminus	2	Pig2.jpg
188.006	8	22	Lester	Lion	RPplus	2	Lion6.jpg
196.006	8	23	Gordie	Giraffe	NRPa	2	Giraffe2.jpg
204.006	8	24	Osgood	Otter	RPminus	2	Otter5.jpg
212.006	8	25	Garret	Giraffe	NRPa	2	Giraffe7.jpg
220.007	8	26	Percy	Pig	RPminus	2	Pig3.jpg
228.007	8	27	Amin	Ape	NRPb	2	Ape5.jpg
236.007	8	28	Abner	Ape	NRPb	2	Ape1.jpg
244.007	8	29	Oxley	Otter	RPminus	2	Otter8.jpg
252.008	8	30	Paxton	Pig	RPplus	2	Pig1.jpg
260.008	8	31	Prescott	Pig	RPminus	2	Pig6.jpg
268.008	8	32	Alden	Ape	NRPb	2	Ape2.jpg
276.008	8	33	Ewan	Elephant	NRPa	2	Elephant1.jpg
284.008	8	34	Amos	Ape	NRPa	2	Ape4.jpg
292.009	8	35	Asher	Ape	NRPa	2	Ape8.jpg
300.009	8	36	Egan	Elephant	NRPb	2	Elephant8.jpg
308.009	8	37	Odin	Otter	RPminus	2	Otter1.jpg
316.009	8	38	Levar	Lion	RPminus	2	Lion3.jpg
324.01	8	39	Gunther	Giraffe	NRPa	2	Giraffe4.jpg
332.01	8	40	Orson	Otter	RPplus	2	Otter6.jpg
340.01	8	41	Omar	Otter	RPplus	2	Otter4.jpg
348.01	8	42	Elden	Elephant	NRPb	2	Elephant2.jpg
356.01	8	43	Linton	Lion	RPminus	2	Lion2.jpg
364.011	8	44	Pearson	Pig	RPplus	2	Pig8.jpg
372.011	8	45	Olaf	Otter	RPminus	2	Otter2.jpg
380.011	8	46	Griswold	Giraffe	NRPb	2	Giraffe3.jpg
388.011	8	47	Landin	Lion	RPplus	2	Lion1.jpg
396.011	8	48	Pryor	Pig	RPplus	2	Pig7.jpg
