onset	duration	onsetdelay	ITIduration	trial	ProperName	categ	cond	vocalOnset	rpDuration	vocalDuration	stim_file
20.001	4	0	1.5	1	Emmet	Elephant	NRPa	11.986	2	2	Elephant5.jpg
25.502	4	0	2.5	2	Garret	Giraffe	RPminus	17.486	2	2	Giraffe8.jpg
32.002	4	0	1.5	3	Oxley	Otter	RPminus	23.986	2	2	Otter7.jpg
37.502	4	0	2	4	Olaf	Otter	RPminus	29.487	2	2	Otter2.jpg
43.502	4	0	1.5	5	Edbert	Elephant	NRPb	35.487	2	2	Elephant3.jpg
49.003	4	0	1.5	6	Orson	Otter	RPminus	40.987	2	2	Otter5.jpg
54.503	4	0	1	7	Linton	Lion	RPplus	44.509	2	2	Lion1.jpg
59.503	4	0	1.5	8	Godwin	Giraffe	RPplus	49.51	2	2	Giraffe4.jpg
65.003	4	0	1.5	9	Egan	Elephant	NRPa	56.988	2	2	Elephant1.jpg
70.504	4	0	1	10	Abner	Ape	NRPa	62.488	2	2	Ape4.jpg
75.504	4	0	1	11	Osgood	Otter	RPplus	65.51	2	2	Otter8.jpg
80.504	4	0	1.5	12	Landin	Lion	RPplus	70.511	2	2	Lion2.jpg
86.004	4	0	3.5	13	Elden	Elephant	NRPa	77.989	2	2	Elephant2.jpg
93.505	4	0	2	14	Omar	Otter	RPplus	83.512	2	2	Otter4.jpg
99.505	4	0	1.5	15	Anton	Ape	NRPa	91.49	2	2	Ape3.jpg
105.005	4	0	1	16	Gino	Giraffe	RPplus	95.012	2	2	Giraffe1.jpg
110.005	4	0	1.5	17	Patrice	Pig	NRPa	101.99	2	2	Pig7.jpg
115.506	4	0	1.5	18	Alden	Ape	NRPb	107.491	2	2	Ape7.jpg
121.006	4	0	1.5	19	Lonnie	Lion	RPplus	111.015	2	2	Lion7.jpg
126.506	4	0	2	20	Gordie	Giraffe	RPminus	118.491	2	2	Giraffe3.jpg
132.507	4	0	1	21	Asher	Ape	NRPb	124.491	2	2	Ape2.jpg
137.507	4	0	1	22	Gifford	Giraffe	RPminus	129.491	2	2	Giraffe5.jpg
142.507	4	0	1	23	Arlen	Ape	NRPb	134.492	2	2	Ape6.jpg
147.507	4	0	2	24	Amin	Ape	NRPa	139.492	2	2	Ape1.jpg
153.508	4	0	1	25	Paxton	Pig	NRPa	145.492	2	2	Pig5.jpg
158.508	4	0	3	26	Odin	Otter	RPminus	150.493	2	2	Otter3.jpg
165.508	4	0	1	27	Percy	Pig	NRPb	157.493	2	2	Pig1.jpg
170.509	4	0	1	28	Gunther	Giraffe	RPplus	160.516	2	2	Giraffe2.jpg
175.509	4	0	1.5	29	Parrish	Pig	NRPb	167.494	2	2	Pig6.jpg
181.009	4	0	1	30	Lester	Lion	RPplus	171.016	2	2	Lion4.jpg
186.009	4	0	2.5	31	Oakley	Otter	RPplus	176.016	2	2	Otter1.jpg
192.51	4	0	2	32	Perry	Pig	NRPb	184.494	2	2	Pig2.jpg
198.51	4	0	1	33	Eton	Elephant	NRPa	190.495	2	2	Elephant8.jpg
203.51	4	0	2.5	34	Angus	Ape	NRPb	195.495	2	2	Ape5.jpg
210.011	4	0	1	35	Ennis	Elephant	NRPb	201.995	2	2	Elephant4.jpg
215.011	4	0	1	36	Ewan	Elephant	NRPb	206.995	2	2	Elephant6.jpg
220.011	4	0	1	37	Amos	Ape	NRPa	211.996	2	2	Ape8.jpg
225.011	4	0	2	38	Luther	Lion	RPminus	216.996	2	2	Lion3.jpg
231.011	4	0	1.5	39	Efren	Elephant	NRPb	222.996	2	2	Elephant7.jpg
236.512	4	0	1	40	Prescott	Pig	NRPa	228.497	2	2	Pig3.jpg
241.512	4	0	3.5	41	Pearson	Pig	NRPa	233.497	2	2	Pig8.jpg
249.012	4	0	1.5	42	Griswold	Giraffe	RPplus	239.019	2	2	Giraffe7.jpg
254.512	4	0	1	43	Amos	Ape	NRPa	246.497	2	2	Ape8.jpg
259.513	4	0	1.5	44	Luka	Lion	RPminus	251.498	2	2	Lion6.jpg
