onset	duration	trial	ProperName	categ	cond	restudyDuration	stim_file
20.001	8	1	Osgood	Otter	RPminus	2	Otter3.jpg
28.001	8	2	Amin	Ape	NRPa	2	Ape4.jpg
36.002	8	3	Leroy	Lion	RPminus	2	Lion1.jpg
44.002	8	4	Gunther	Giraffe	NRPa	2	Giraffe7.jpg
52.002	8	5	Landin	Lion	RPminus	2	Lion8.jpg
60.002	8	6	Eton	Elephant	NRPa	2	Elephant1.jpg
68.002	8	7	Elden	Elephant	NRPb	2	Elephant3.jpg
76.003	8	8	Prescott	Pig	RPplus	2	Pig4.jpg
84.003	8	9	Abner	Ape	NRPb	2	Ape5.jpg
92.003	8	10	Alden	Ape	NRPa	2	Ape1.jpg
100.003	8	11	Linton	Lion	RPplus	2	Lion6.jpg
108.003	8	12	Pearson	Pig	RPplus	2	Pig7.jpg
116.004	8	13	Anton	Ape	NRPb	2	Ape2.jpg
124.004	8	14	Gifford	Giraffe	NRPb	2	Giraffe5.jpg
132.004	8	15	Emmet	Elephant	NRPb	2	Elephant2.jpg
140.004	8	16	Perry	Pig	RPminus	2	Pig8.jpg
148.004	8	17	Omar	Otter	RPminus	2	Otter8.jpg
156.005	8	18	Egan	Elephant	NRPb	2	Elephant7.jpg
164.005	8	19	Efren	Elephant	NRPa	2	Elephant6.jpg
172.005	8	20	Ennis	Elephant	NRPb	2	Elephant4.jpg
180.005	8	21	Arlen	Ape	NRPa	2	Ape6.jpg
188.005	8	22	Oakley	Otter	RPminus	2	Otter2.jpg
196.006	8	23	Godwin	Giraffe	NRPa	2	Giraffe3.jpg
204.006	8	24	Gordie	Giraffe	NRPb	2	Giraffe4.jpg
212.006	8	25	Griswold	Giraffe	NRPa	2	Giraffe6.jpg
220.006	8	26	Percy	Pig	RPplus	2	Pig3.jpg
228.006	8	27	Paxton	Pig	RPminus	2	Pig2.jpg
236.007	8	28	Lonnie	Lion	RPplus	2	Lion3.jpg
244.007	8	29	Levar	Lion	RPplus	2	Lion2.jpg
252.007	8	30	Edbert	Elephant	NRPa	2	Elephant8.jpg
260.007	8	31	Asher	Ape	NRPa	2	Ape7.jpg
268.007	8	32	Ewan	Elephant	NRPa	2	Elephant5.jpg
276.008	8	33	Glenworth	Giraffe	NRPb	2	Giraffe2.jpg
284.008	8	34	Parrish	Pig	RPplus	2	Pig5.jpg
292.008	8	35	Garret	Giraffe	NRPa	2	Giraffe1.jpg
300.008	8	36	Odin	Otter	RPplus	2	Otter5.jpg
308.009	8	37	Olaf	Otter	RPplus	2	Otter7.jpg
316.009	8	38	Luka	Lion	RPminus	2	Lion4.jpg
324.009	8	39	Patrice	Pig	RPminus	2	Pig1.jpg
332.009	8	40	Oxley	Otter	RPminus	2	Otter6.jpg
340.01	8	41	Orson	Otter	RPplus	2	Otter1.jpg
348.01	8	42	Orrin	Otter	RPplus	2	Otter4.jpg
356.01	8	43	Lester	Lion	RPplus	2	Lion5.jpg
364.01	8	44	Angus	Ape	NRPb	2	Ape8.jpg
372.01	8	45	Amos	Ape	NRPb	2	Ape3.jpg
380.01	8	46	Pryor	Pig	RPminus	2	Pig6.jpg
388.011	8	47	Luther	Lion	RPminus	2	Lion7.jpg
396.011	8	48	Gino	Giraffe	NRPb	2	Giraffe8.jpg
