onset	duration	onsetdelay	ITIduration	trial	ProperName	categ	cond	vocalOnset	rpDuration	vocalDuration	stim_File
20.002	4	0	1.5	1	Paxton	Pig	NRPa	11.986	2	2	Pig3.jpg
25.502	4	0	2.5	2	Lester	Lion	RPminus	17.487	2	2	Lion1.jpg
32.002	4	0	1.5	3	Eton	Elephant	RPminus	23.987	2	2	Elephant3.jpg
37.502	4	0	2	4	Ewan	Elephant	RPminus	29.487	2	2	Elephant8.jpg
43.503	4	0	1.5	5	Angus	Ape	NRPb	35.487	2	2	Ape8.jpg
49.003	4	0	1.5	6	Godwin	Giraffe	RPminus	40.987	2	2	Giraffe5.jpg
54.503	4	0	1	7	Glenworth	Giraffe	RPplus	44.509	2	2	Giraffe3.jpg
59.503	4	0	1.5	8	Linton	Lion	RPplus	49.512	2	2	Lion7.jpg
65.003	4	0	1.5	9	Amos	Ape	NRPa	56.988	2	2	Ape7.jpg
70.504	4	0	1	10	Prescott	Pig	NRPa	62.489	2	2	Pig1.jpg
75.504	4	0	1	11	Garret	Giraffe	RPplus	65.511	2	2	Giraffe1.jpg
80.504	4	0	1.5	12	Gunther	Giraffe	RPplus	70.511	2	2	Giraffe8.jpg
86.004	4	0	3.5	13	Omar	Otter	NRPa	77.989	2	2	Otter3.jpg
93.505	4	0	2	14	Luther	Lion	RPplus	83.512	2	2	Lion3.jpg
99.505	4	0	1.5	15	Anton	Ape	NRPa	91.49	2	2	Ape5.jpg
105.005	4	0	1	16	Emmet	Elephant	RPplus	95.013	2	2	Elephant1.jpg
110.006	4	0	1.5	17	Asher	Ape	NRPa	101.99	2	2	Ape4.jpg
115.506	4	0	1.5	18	Orrin	Otter	NRPb	107.49	2	2	Otter6.jpg
121.006	4	0	1.5	19	Elden	Elephant	RPplus	111.013	2	2	Elephant7.jpg
126.506	4	0	2	20	Gifford	Giraffe	RPminus	118.491	2	2	Giraffe7.jpg
132.506	4	0	1	21	Patrice	Pig	NRPb	124.491	2	2	Pig6.jpg
137.507	4	0	1	22	Levar	Lion	RPminus	129.491	2	2	Lion6.jpg
142.507	4	0	1	23	Pryor	Pig	NRPb	134.492	2	2	Pig4.jpg
147.507	4	0	2	24	Osgood	Otter	NRPa	139.492	2	2	Otter5.jpg
153.508	4	0	1	25	Odin	Otter	NRPa	145.493	2	2	Otter7.jpg
158.508	4	0	3	26	Ennis	Elephant	RPminus	150.493	2	2	Elephant5.jpg
165.508	4	0	1	27	Arlen	Ape	NRPb	157.493	2	2	Ape3.jpg
170.508	4	0	1	28	Egan	Elephant	RPplus	160.515	2	2	Elephant4.jpg
175.509	4	0	1.5	29	Orson	Otter	NRPb	167.493	2	2	Otter4.jpg
181.009	4	0	1	30	Luka	Lion	RPplus	171.017	2	2	Lion2.jpg
186.009	4	0	2.5	31	Leroy	Lion	RPplus	176.017	2	2	Lion4.jpg
192.51	4	0	2	32	Alden	Ape	NRPb	184.494	2	2	Ape6.jpg
198.51	4	0	1	33	Abner	Ape	NRPa	190.495	2	2	Ape2.jpg
203.51	4	0	2.5	34	Perry	Pig	NRPb	195.495	2	2	Pig8.jpg
210.01	4	0	1	35	Oxley	Otter	NRPb	201.995	2	2	Otter8.jpg
215.011	4	0	1	36	Oakley	Otter	NRPb	206.995	2	2	Otter2.jpg
220.011	4	0	1	37	Percy	Pig	NRPa	211.996	2	2	Pig7.jpg
225.011	4	0	2	38	Griswold	Giraffe	RPminus	216.996	2	2	Giraffe6.jpg
231.011	4	0	1.5	39	Pearson	Pig	NRPb	222.996	2	2	Pig2.jpg
236.511	4	0	1	40	Olaf	Otter	NRPa	228.496	2	2	Otter1.jpg
241.511	4	0	3.5	41	Parrish	Pig	NRPa	233.496	2	2	Pig5.jpg
249.012	4	0	1.5	42	Gordie	Giraffe	RPplus	239.019	2	2	Giraffe4.jpg
254.512	4	0	1	43	Amos	Ape	NRPa	246.497	2	2	Ape7.jpg
