onset	duration	onsetdelay	ITIduration	trial	ProperName	categ	cond	vocalOnset	rpDuration	vocalDuration	stim_file
20.001	4	0	1.5	1	Odin	Otter	NRPa	11.986	2	2	Otter3.jpg
25.501	4	0	2.5	2	Prescott	Pig	RPminus	17.486	2	2	Pig7.jpg
32.001	4	0	1.5	3	Angus	Ape	RPminus	23.986	2	2	Ape7.jpg
37.502	4	0	2	4	Alden	Ape	RPminus	29.486	2	2	Ape5.jpg
43.502	4	0	1.5	5	Orson	Otter	NRPb	35.487	2	2	Otter8.jpg
49.002	4	0	1.5	6	Efren	Elephant	RPminus	40.987	2	2	Elephant6.jpg
54.502	4	0	1	7	Anton	Ape	RPplus	44.508	2	2	Ape3.jpg
59.502	4	0	1.5	8	Abner	Ape	RPplus	49.509	2	2	Ape2.jpg
65.003	4	0	1.5	9	Gunther	Giraffe	NRPa	56.987	2	2	Giraffe8.jpg
70.503	4	0	1	10	Osgood	Otter	NRPa	62.488	2	2	Otter2.jpg
75.503	4	0	1	11	Ewan	Elephant	RPplus	65.51	2	2	Elephant4.jpg
80.503	4	0	1.5	12	Paxton	Pig	RPplus	70.51	2	2	Pig4.jpg
86.004	4	0	3.5	13	Gifford	Giraffe	NRPa	77.988	2	2	Giraffe2.jpg
93.504	4	0	2	14	Ennis	Elephant	RPplus	83.511	2	2	Elephant1.jpg
99.504	4	0	1.5	15	Griswold	Giraffe	NRPa	91.489	2	2	Giraffe7.jpg
105.005	4	0	1	16	Elden	Elephant	RPplus	95.013	2	2	Elephant8.jpg
110.005	4	0	1.5	17	Oxley	Otter	NRPa	101.989	2	2	Otter1.jpg
115.505	4	0	1.5	18	Glenworth	Giraffe	NRPb	107.49	2	2	Giraffe1.jpg
121.005	4	0	1.5	19	Parrish	Pig	RPplus	111.013	2	2	Pig3.jpg
126.506	4	0	2	20	Emmet	Elephant	RPminus	118.49	2	2	Elephant2.jpg
132.506	4	0	1	21	Garret	Giraffe	NRPb	124.491	2	2	Giraffe6.jpg
137.506	4	0	1	22	Amos	Ape	RPminus	129.491	2	2	Ape6.jpg
142.507	4	0	1	23	Oakley	Otter	NRPb	134.491	2	2	Otter7.jpg
147.507	4	0	2	24	Gino	Giraffe	NRPa	139.491	2	2	Giraffe3.jpg
153.507	4	0	1	25	Orrin	Otter	NRPa	145.492	2	2	Otter6.jpg
158.507	4	0	3	26	Amin	Ape	RPminus	150.492	2	2	Ape1.jpg
165.508	4	0	1	27	Luka	Lion	NRPb	157.492	2	2	Lion4.jpg
170.508	4	0	1	28	Perry	Pig	RPplus	160.515	2	2	Pig6.jpg
175.508	4	0	1.5	29	Levar	Lion	NRPb	167.493	2	2	Lion3.jpg
181.009	4	0	1	30	Eton	Elephant	RPplus	171.015	2	2	Elephant7.jpg
186.009	4	0	2.5	31	Arlen	Ape	RPplus	176.015	2	2	Ape4.jpg
192.509	4	0	2	32	Olaf	Otter	NRPb	184.494	2	2	Otter5.jpg
198.509	4	0	1	33	Luther	Lion	NRPa	190.494	2	2	Lion2.jpg
203.509	4	0	2.5	34	Lonnie	Lion	NRPb	195.494	2	2	Lion6.jpg
210.01	4	0	1	35	Omar	Otter	NRPb	201.994	2	2	Otter4.jpg
215.01	4	0	1	36	Godwin	Giraffe	NRPb	206.994	2	2	Giraffe5.jpg
220.01	4	0	1	37	Linton	Lion	NRPa	211.995	2	2	Lion7.jpg
225.01	4	0	2	38	Pryor	Pig	RPminus	216.995	2	2	Pig2.jpg
231.01	4	0	1.5	39	Leroy	Lion	NRPb	222.995	2	2	Lion1.jpg
236.511	4	0	1	40	Lester	Lion	NRPa	228.495	2	2	Lion5.jpg
241.511	4	0	3.5	41	Landin	Lion	NRPa	233.496	2	2	Lion8.jpg
249.011	4	0	1.5	42	Asher	Ape	RPplus	239.017	2	2	Ape8.jpg
254.511	4	0	1	43	Oxley	Otter	NRPa	246.496	2	2	Otter1.jpg
259.512	4	0	1.5	44	Pearson	Pig	RPminus	251.496	2	2	Pig1.jpg
265.012	4	0	2	45	Percy	Pig	RPminus	256.997	2	2	Pig5.jpg
271.012	4	0	1	46	Gordie	Giraffe	NRPb	262.997	2	2	Giraffe4.jpg
276.012	4	0	1	47	Egan	Elephant	RPminus	267.997	2	2	Elephant5.jpg
281.013	4	0	1	48	Edbert	Elephant	RPminus	272.998	2	2	Elephant3.jpg
286.013	4	0	3	49	Patrice	Pig	RPplus	276.021	2	2	Pig8.jpg
293.013	4	0	1	50	Amos	Ape	RPminus	284.998	2	2	Ape6.jpg
298.014	4	0	3	51	Angus	Ape	RPminus	289.998	2	2	Ape7.jpg
305.014	4	0	3	52	Levar	Lion	NRPb	296.999	2	2	Lion3.jpg
312.014	4	0	1.5	53	Griswold	Giraffe	NRPa	303.999	2	2	Giraffe7.jpg
317.514	4	0	3.5	54	Abner	Ape	RPplus	307.521	2	2	Ape2.jpg
325.015	4	0	1	55	Orson	Otter	NRPb	316.999	2	2	Otter8.jpg
330.015	4	0	2	56	Osgood	Otter	NRPa	322	2	2	Otter2.jpg
336.015	4	0	1	57	Perry	Pig	RPplus	326.022	2	2	Pig6.jpg
341.015	4	0	1	58	Lester	Lion	NRPa	333	2	2	Lion5.jpg
346.016	4	0	1.5	59	Godwin	Giraffe	NRPb	338	2	2	Giraffe5.jpg
351.516	4	0	1.5	60	Gordie	Giraffe	NRPb	343.5	2	2	Giraffe4.jpg
357.016	4	0	3	61	Luka	Lion	NRPb	349.001	2	2	Lion4.jpg
364.016	4	0	1	62	Leroy	Lion	NRPb	356.001	2	2	Lion1.jpg
369.017	4	0	1	63	Anton	Ape	RPplus	359.023	2	2	Ape3.jpg
374.017	4	0	1	64	Landin	Lion	NRPa	366.002	2	2	Lion8.jpg
379.017	4	0	1	65	Eton	Elephant	RPplus	369.024	2	2	Elephant7.jpg
384.018	4	0	2.5	66	Garret	Giraffe	NRPb	376.002	2	2	Giraffe6.jpg
390.518	4	0	2.5	67	Pryor	Pig	RPminus	382.503	2	2	Pig2.jpg
397.018	4	0	1.5	68	Alden	Ape	RPminus	389.003	2	2	Ape5.jpg
402.518	4	0	3	69	Prescott	Pig	RPminus	394.503	2	2	Pig7.jpg
409.519	4	0	1.5	70	Edbert	Elephant	RPminus	401.503	2	2	Elephant3.jpg
415.019	4	0	1	71	Oakley	Otter	NRPb	407.003	2	2	Otter7.jpg
420.019	4	0	1	72	Arlen	Ape	RPplus	410.026	2	2	Ape4.jpg
