onset	duration	onsetdelay	ITIduration	trial	ProperName	categ	cond	vocalOnset	rpDuration	vocalDuration	stim_File
20.001	4	0	1.5	1	Gunther	Giraffe	RPplus	10.009	2	2	Giraffe8.jpg
25.501	4	0	1	2	Egan	Elephant	RPplus	15.508	2	2	Elephant4.jpg
30.501	4	0	2.5	3	Levar	Lion	RPminus	22.486	2	2	Lion6.jpg
37.002	4	0	1	4	Luther	Lion	RPplus	27.009	2	2	Lion3.jpg
42.002	4	0	1	5	Godwin	Giraffe	RPminus	33.987	2	2	Giraffe5.jpg
47.002	4	0	1	6	Luka	Lion	RPplus	37.01	2	2	Lion2.jpg
52.003	4	0	5.5	7	Linton	Lion	RPplus	42.012	2	2	Lion7.jpg
61.503	4	0	1	8	Perry	Pig	NRPb	53.488	2	2	Pig8.jpg
66.503	4	0	2	9	Parrish	Pig	NRPa	58.488	2	2	Pig5.jpg
72.503	4	0	1	10	Angus	Ape	NRPb	64.488	2	2	Ape8.jpg
77.504	4	0	1	11	Garret	Giraffe	RPplus	67.51	2	2	Giraffe1.jpg
82.504	4	0	1	12	Eton	Elephant	RPminus	74.488	2	2	Elephant3.jpg
87.504	4	0	1	13	Anton	Ape	NRPa	79.489	2	2	Ape5.jpg
92.504	4	0	1.5	14	Griswold	Giraffe	RPminus	84.489	2	2	Giraffe6.jpg
98.005	4	0	1	15	Patrice	Pig	NRPb	89.989	2	2	Pig6.jpg
103.005	4	0	1.5	16	Osgood	Otter	NRPa	94.99	2	2	Otter5.jpg
108.505	4	0	1.5	17	Amin	Ape	NRPb	100.49	2	2	Ape1.jpg
114.006	4	0	5	18	Lonnie	Lion	RPminus	105.99	2	2	Lion8.jpg
123.006	4	0	1	19	Oakley	Otter	NRPb	114.99	2	2	Otter2.jpg
128.006	4	0	1.5	20	Amos	Ape	NRPa	119.991	2	2	Ape7.jpg
133.506	4	0	1	21	Lester	Lion	RPminus	125.491	2	2	Lion1.jpg
138.507	4	0	1.5	22	Glenworth	Giraffe	RPplus	128.513	2	2	Giraffe3.jpg
144.007	4	0	2.5	23	Ennis	Elephant	RPminus	135.992	2	2	Elephant5.jpg
150.507	4	0	3	24	Gifford	Giraffe	RPminus	142.492	2	2	Giraffe7.jpg
157.507	4	0	1	25	Arlen	Ape	NRPb	149.492	2	2	Ape3.jpg
162.508	4	0	1	26	Ewan	Elephant	RPminus	154.492	2	2	Elephant8.jpg
167.508	4	0	4.5	27	Elden	Elephant	RPplus	157.515	2	2	Elephant7.jpg
176.008	4	0	1	28	Omar	Otter	NRPa	167.993	2	2	Otter3.jpg
181.009	4	0	1	29	Orrin	Otter	NRPb	172.994	2	2	Otter6.jpg
186.009	4	0	1	30	Orson	Otter	NRPb	177.994	2	2	Otter4.jpg
191.009	4	0	1	31	Pearson	Pig	NRPb	182.994	2	2	Pig2.jpg
196.01	4	0	2.5	32	Leroy	Lion	RPplus	186.017	2	2	Lion4.jpg
202.51	4	0	2	33	Paxton	Pig	NRPa	194.495	2	2	Pig3.jpg
208.51	4	0	3	34	Landin	Lion	RPminus	200.495	2	2	Lion5.jpg
215.51	4	0	1.5	35	Gordie	Giraffe	RPplus	205.518	2	2	Giraffe4.jpg
221.011	4	0	1.5	36	Emmet	Elephant	RPplus	211.018	2	2	Elephant1.jpg
226.511	4	0	1	37	Prescott	Pig	NRPa	218.496	2	2	Pig1.jpg
231.511	4	0	3.5	38	Percy	Pig	NRPa	223.496	2	2	Pig7.jpg
239.011	4	0	1	39	Efren	Elephant	RPplus	229.018	2	2	Elephant6.jpg
244.012	4	0	1.5	40	Alden	Ape	NRPb	235.996	2	2	Ape6.jpg
249.512	4	0	2	41	Luther	Lion	RPplus	239.519	2	2	Lion3.jpg
255.512	4	0	1	42	Emmet	Elephant	RPplus	245.519	2	2	Elephant1.jpg
260.512	4	0	1	43	Glenworth	Giraffe	RPplus	250.518	2	2	Giraffe3.jpg
265.513	4	0	6	44	Edbert	Elephant	RPminus	257.497	2	2	Elephant2.jpg
275.513	4	0	1.5	45	Egan	Elephant	RPplus	265.52	2	2	Elephant4.jpg
281.013	4	0	3.5	46	Asher	Ape	NRPa	272.998	2	2	Ape4.jpg
288.514	4	0	1	47	Olaf	Otter	NRPa	280.498	2	2	Otter1.jpg
293.514	4	0	1	48	Pryor	Pig	NRPb	285.498	2	2	Pig4.jpg
298.514	4	0	3.5	49	Gino	Giraffe	RPminus	290.499	2	2	Giraffe2.jpg
306.014	4	0	1	50	Efren	Elephant	RPplus	296.021	2	2	Elephant6.jpg
311.015	4	0	1	51	Odin	Otter	NRPa	302.999	2	2	Otter7.jpg
316.015	4	0	1.5	52	Griswold	Giraffe	RPminus	307.999	2	2	Giraffe6.jpg
321.515	4	0	2	53	Abner	Ape	NRPa	313.5	2	2	Ape2.jpg
327.515	4	0	1	54	Oxley	Otter	NRPb	319.5	2	2	Otter8.jpg
332.516	4	0	3.5	55	Olaf	Otter	NRPa	324.5	2	2	Otter1.jpg
340.016	4	0	1	56	Godwin	Giraffe	RPminus	332.001	2	2	Giraffe5.jpg
345.016	4	0	1.5	57	Osgood	Otter	NRPa	337.001	2	2	Otter5.jpg
350.517	4	0	2	58	Amos	Ape	NRPa	342.501	2	2	Ape7.jpg
356.517	4	0	1	59	Amin	Ape	NRPb	348.501	2	2	Ape1.jpg
361.517	4	0	1	60	Percy	Pig	NRPa	353.502	2	2	Pig7.jpg
366.517	4	0	1.5	61	Elden	Elephant	RPplus	356.524	2	2	Elephant7.jpg
372.018	4	0	2	62	Prescott	Pig	NRPa	364.002	2	2	Pig1.jpg
378.018	4	0	2	63	Parrish	Pig	NRPa	370.003	2	2	Pig5.jpg
384.018	4	0	2.5	64	Perry	Pig	NRPb	376.003	2	2	Pig8.jpg
390.519	4	0	1	65	Ewan	Elephant	RPminus	382.503	2	2	Elephant8.jpg
395.519	4	0	1	66	Gordie	Giraffe	RPplus	385.526	2	2	Giraffe4.jpg
400.519	4	0	2	67	Odin	Otter	NRPa	392.504	2	2	Otter7.jpg
406.519	4	0	1	68	Leroy	Lion	RPplus	396.527	2	2	Lion4.jpg
411.519	4	0	1	69	Patrice	Pig	NRPb	403.504	2	2	Pig6.jpg
416.52	4	0	1	70	Angus	Ape	NRPb	408.504	2	2	Ape8.jpg
421.52	4	0	2	71	Orrin	Otter	NRPb	413.505	2	2	Otter6.jpg
427.52	4	0	2	72	Eton	Elephant	RPminus	419.505	2	2	Elephant3.jpg
433.521	4	0	1.5	73	Orson	Otter	NRPb	425.505	2	2	Otter4.jpg
439.021	4	0	1.5	74	Anton	Ape	NRPa	431.005	2	2	Ape5.jpg
444.521	4	0	1.5	75	Landin	Lion	RPminus	436.506	2	2	Lion5.jpg
450.021	4	0	1	76	Abner	Ape	NRPa	442.006	2	2	Ape2.jpg
455.022	4	0	1.5	77	Oakley	Otter	NRPb	447.006	2	2	Otter2.jpg
460.522	4	0	1	78	Gunther	Giraffe	RPplus	450.529	2	2	Giraffe8.jpg
465.522	4	0	2	79	Omar	Otter	NRPa	457.507	2	2	Otter3.jpg
471.522	4	0	1	80	Ennis	Elephant	RPminus	463.507	2	2	Elephant5.jpg
476.523	4	0	2.5	81	Lonnie	Lion	RPminus	468.507	2	2	Lion8.jpg
483.023	4	0	1.5	82	Oxley	Otter	NRPb	475.008	2	2	Otter8.jpg
488.523	4	0	1	83	Pearson	Pig	NRPb	480.508	2	2	Pig2.jpg
493.523	4	0	1.5	84	Lester	Lion	RPminus	485.508	2	2	Lion1.jpg
499.024	4	0	1	85	Garret	Giraffe	RPplus	489.031	2	2	Giraffe1.jpg
504.024	4	0	1.5	86	Alden	Ape	NRPb	496.009	2	2	Ape6.jpg
509.524	4	0	2.5	87	Levar	Lion	RPminus	501.509	2	2	Lion6.jpg
516.024	4	0	1.5	88	Pryor	Pig	NRPb	508.009	2	2	Pig4.jpg
