onset	duration	onsetdelay	ITIduration	trial	ProperName	categ	cond	vocalOnset	rpDuration	vocalDuration	stim_File
20	4	0	1	1	Edbert	Elephant	RPminus	11.985	2	2	Elephant2.jpg
25.001	4	0	1	2	Godwin	Giraffe	RPminus	16.985	2	2	Giraffe5.jpg
30.001	4	0	1	3	Prescott	Pig	NRPa	21.986	2	2	Pig1.jpg
35.001	4	0	1.5	4	Egan	Elephant	RPplus	25.008	2	2	Elephant4.jpg
40.501	4	0	1	5	Linton	Lion	RPplus	30.511	2	2	Lion7.jpg
45.502	4	0	2	6	Levar	Lion	RPminus	37.486	2	2	Lion6.jpg
51.502	4	0	1	7	Olaf	Otter	NRPa	43.487	2	2	Otter1.jpg
56.502	4	0	2	8	Omar	Otter	NRPa	48.487	2	2	Otter3.jpg
62.502	4	0	1	9	Patrice	Pig	NRPb	54.487	2	2	Pig6.jpg
67.503	4	0	1	10	Odin	Otter	NRPa	59.487	2	2	Otter7.jpg
72.503	4	0	1	11	Oxley	Otter	NRPb	64.488	2	2	Otter8.jpg
77.503	4	0	1.5	12	Efren	Elephant	RPplus	67.51	2	2	Elephant6.jpg
83.003	4	0	2.5	13	Angus	Ape	NRPb	74.988	2	2	Ape8.jpg
89.504	4	0	1	14	Glenworth	Giraffe	RPplus	79.51	2	2	Giraffe3.jpg
94.504	4	0	1.5	15	Ewan	Elephant	RPminus	86.488	2	2	Elephant8.jpg
100.004	4	0	1	16	Luka	Lion	RPplus	90.011	2	2	Lion2.jpg
105.004	4	0	2.5	17	Pryor	Pig	NRPb	96.989	2	2	Pig4.jpg
111.504	4	0	1	18	Orson	Otter	NRPb	103.49	2	2	Otter4.jpg
116.505	4	0	1	19	Gino	Giraffe	RPminus	108.49	2	2	Giraffe2.jpg
121.505	4	0	1.5	20	Leroy	Lion	RPplus	111.512	2	2	Lion4.jpg
127.005	4	0	1	21	Paxton	Pig	NRPa	118.99	2	2	Pig3.jpg
132.006	4	0	1.5	22	Eton	Elephant	RPminus	123.99	2	2	Elephant3.jpg
137.506	4	0	2.5	23	Pearson	Pig	NRPb	129.491	2	2	Pig2.jpg
144.006	4	0	5	24	Garret	Giraffe	RPplus	134.013	2	2	Giraffe1.jpg
153.006	4	0	3.5	25	Gunther	Giraffe	RPplus	143.014	2	2	Giraffe8.jpg
160.507	4	0	1	26	Landin	Lion	RPminus	152.491	2	2	Lion5.jpg
165.507	4	0	1	27	Anton	Ape	NRPa	157.492	2	2	Ape5.jpg
170.507	4	0	1	28	Amos	Ape	NRPa	162.492	2	2	Ape7.jpg
175.507	4	0	1	29	Parrish	Pig	NRPa	167.492	2	2	Pig5.jpg
180.508	4	0	2.5	30	Emmet	Elephant	RPplus	170.515	2	2	Elephant1.jpg
187.008	4	0	1	31	Luther	Lion	RPplus	177.016	2	2	Lion3.jpg
192.008	4	0	4.5	32	Ennis	Elephant	RPminus	183.993	2	2	Elephant5.jpg
200.509	4	0	1.5	33	Asher	Ape	NRPa	192.494	2	2	Ape4.jpg
206.009	4	0	1	34	Gordie	Giraffe	RPplus	196.016	2	2	Giraffe4.jpg
211.009	4	0	2.5	35	Arlen	Ape	NRPb	202.994	2	2	Ape3.jpg
217.509	4	0	2	36	Gifford	Giraffe	RPminus	209.494	2	2	Giraffe7.jpg
223.51	4	0	1	37	Amin	Ape	NRPb	215.494	2	2	Ape1.jpg
228.51	4	0	1.5	38	Oakley	Otter	NRPb	220.495	2	2	Otter2.jpg
234.01	4	0	1	39	Lester	Lion	RPminus	225.995	2	2	Lion1.jpg
239.01	4	0	2	40	Osgood	Otter	NRPa	230.995	2	2	Otter5.jpg
245.011	4	0	1	41	Lonnie	Lion	RPminus	236.995	2	2	Lion8.jpg
250.011	4	0	1	42	Alden	Ape	NRPb	241.996	2	2	Ape6.jpg
255.011	4	0	1	43	Griswold	Giraffe	RPminus	246.996	2	2	Giraffe6.jpg
260.011	4	0	1	44	Percy	Pig	NRPa	251.996	2	2	Pig7.jpg
265.011	4	0	3	45	Gino	Giraffe	RPminus	256.996	2	2	Giraffe2.jpg
272.012	4	0	1	46	Elden	Elephant	RPplus	262.018	2	2	Elephant7.jpg
277.012	4	0	1	47	Godwin	Giraffe	RPminus	268.997	2	2	Giraffe5.jpg
282.012	4	0	1	48	Perry	Pig	NRPb	273.997	2	2	Pig8.jpg
287.012	4	0	3.5	49	Orrin	Otter	NRPb	278.997	2	2	Otter6.jpg
294.513	4	0	2.5	50	Levar	Lion	RPminus	286.497	2	2	Lion6.jpg
301.013	4	0	1.5	51	Linton	Lion	RPplus	291.022	2	2	Lion7.jpg
306.513	4	0	1.5	52	Abner	Ape	NRPa	298.498	2	2	Ape2.jpg
312.014	4	0	1.5	53	Asher	Ape	NRPa	303.998	2	2	Ape4.jpg
317.514	4	0	1.5	54	Olaf	Otter	NRPa	309.499	2	2	Otter1.jpg
323.014	4	0	1	55	Gifford	Giraffe	RPminus	314.999	2	2	Giraffe7.jpg
328.015	4	0	2.5	56	Garret	Giraffe	RPplus	318.021	2	2	Giraffe1.jpg
334.515	4	0	1.5	57	Pryor	Pig	NRPb	326.5	2	2	Pig4.jpg
340.015	4	0	1	58	Elden	Elephant	RPplus	330.022	2	2	Elephant7.jpg
345.015	4	0	2.5	59	Percy	Pig	NRPa	337	2	2	Pig7.jpg
351.516	4	0	1	60	Osgood	Otter	NRPa	343.501	2	2	Otter5.jpg
356.516	4	0	1	61	Omar	Otter	NRPa	348.501	2	2	Otter3.jpg
361.516	4	0	1	62	Edbert	Elephant	RPminus	353.501	2	2	Elephant2.jpg
366.516	4	0	2	63	Pearson	Pig	NRPb	358.501	2	2	Pig2.jpg
372.517	4	0	1.5	64	Oakley	Otter	NRPb	364.501	2	2	Otter2.jpg
378.017	4	0	1	65	Anton	Ape	NRPa	370.002	2	2	Ape5.jpg
383.017	4	0	3.5	66	Landin	Lion	RPminus	375.002	2	2	Lion5.jpg
390.517	4	0	2.5	67	Gunther	Giraffe	RPplus	380.525	2	2	Giraffe8.jpg
397.018	4	0	1.5	68	Glenworth	Giraffe	RPplus	387.024	2	2	Giraffe3.jpg
