onset	duration	onsetdelay	ITIduration	trial	ProperName	categ	cond	vocalOnset	rpDuration	vocalDuration	stim_File
20.002	4	0	2	1	Alden	Ape	NRPb	11.989	2	2	Ape6.jpg
26.002	4	0	1.5	2	Gifford	Giraffe	RPminus	17.987	2	2	Giraffe7.jpg
31.503	4	0	1	3	Leroy	Lion	RPplus	21.512	2	2	Lion4.jpg
36.503	4	0	1.5	4	Paxton	Pig	NRPa	28.488	2	2	Pig3.jpg
42.003	4	0	1	5	Edbert	Elephant	RPminus	33.988	2	2	Elephant2.jpg
47.004	4	0	1	6	Griswold	Giraffe	RPminus	38.988	2	2	Giraffe6.jpg
52.004	4	0	3	7	Levar	Lion	RPminus	43.989	2	2	Lion6.jpg
59.004	4	0	2	8	Landin	Lion	RPminus	50.989	2	2	Lion5.jpg
65.005	4	0	2	9	Lester	Lion	RPminus	56.989	2	2	Lion1.jpg
71.005	4	0	2	10	Elden	Elephant	RPplus	61.011	2	2	Elephant7.jpg
77.005	4	0	1	11	Gino	Giraffe	RPminus	68.99	2	2	Giraffe2.jpg
82.005	4	0	1	12	Godwin	Giraffe	RPminus	73.99	2	2	Giraffe5.jpg
87.006	4	0	1	13	Amin	Ape	NRPb	78.99	2	2	Ape1.jpg
92.006	4	0	1.5	14	Olaf	Otter	NRPa	83.991	2	2	Otter1.jpg
97.506	4	0	1	15	Arlen	Ape	NRPb	89.491	2	2	Ape3.jpg
102.506	4	0	1	16	Odin	Otter	NRPa	94.491	2	2	Otter7.jpg
107.507	4	0	1	17	Omar	Otter	NRPa	99.491	2	2	Otter3.jpg
112.507	4	0	1.5	18	Parrish	Pig	NRPa	104.492	2	2	Pig5.jpg
118.007	4	0	1.5	19	Gordie	Giraffe	RPplus	108.014	2	2	Giraffe4.jpg
123.507	4	0	2	20	Efren	Elephant	RPplus	113.514	2	2	Elephant6.jpg
129.508	4	0	1.5	21	Asher	Ape	NRPa	121.492	2	2	Ape4.jpg
135.008	4	0	1.5	22	Oxley	Otter	NRPb	126.992	2	2	Otter8.jpg
140.508	4	0	1	23	Pryor	Pig	NRPb	132.493	2	2	Pig4.jpg
145.508	4	0	3	24	Ennis	Elephant	RPminus	137.493	2	2	Elephant5.jpg
152.509	4	0	1	25	Emmet	Elephant	RPplus	142.516	2	2	Elephant1.jpg
157.509	4	0	1	26	Lonnie	Lion	RPminus	149.493	2	2	Lion8.jpg
162.509	4	0	2	27	Pearson	Pig	NRPb	154.494	2	2	Pig2.jpg
168.509	4	0	2.5	28	Orson	Otter	NRPb	160.494	2	2	Otter4.jpg
175.009	4	0	1	29	Egan	Elephant	RPplus	165.016	2	2	Elephant4.jpg
180.01	4	0	1.5	30	Luka	Lion	RPplus	170.017	2	2	Lion2.jpg
185.51	4	0	1.5	31	Gunther	Giraffe	RPplus	175.517	2	2	Giraffe8.jpg
191.01	4	0	1.5	32	Oakley	Otter	NRPb	182.995	2	2	Otter2.jpg
196.51	4	0	1	33	Prescott	Pig	NRPa	188.495	2	2	Pig1.jpg
201.511	4	0	1	34	Linton	Lion	RPplus	191.52	2	2	Lion7.jpg
206.511	4	0	2.5	35	Garret	Giraffe	RPplus	196.517	2	2	Giraffe1.jpg
213.011	4	0	3	36	Ewan	Elephant	RPminus	204.996	2	2	Elephant8.jpg
220.011	4	0	1	37	Amos	Ape	NRPa	211.996	2	2	Ape7.jpg
225.012	4	0	1.5	38	Glenworth	Giraffe	RPplus	215.018	2	2	Giraffe3.jpg
230.512	4	0	1	39	Osgood	Otter	NRPa	222.497	2	2	Otter5.jpg
235.512	4	0	1.5	40	Anton	Ape	NRPa	227.497	2	2	Ape5.jpg
241.012	4	0	2.5	41	Percy	Pig	NRPa	232.997	2	2	Pig7.jpg
247.512	4	0	4	42	Luther	Lion	RPplus	237.52	2	2	Lion3.jpg
255.513	4	0	2	43	Perry	Pig	NRPb	247.498	2	2	Pig8.jpg
261.513	4	0	2.5	44	Abner	Ape	NRPa	253.498	2	2	Ape2.jpg
268.013	4	0	2	45	Efren	Elephant	RPplus	258.02	2	2	Elephant6.jpg
274.014	4	0	1.5	46	Emmet	Elephant	RPplus	264.021	2	2	Elephant1.jpg
279.514	4	0	2.5	47	Osgood	Otter	NRPa	271.499	2	2	Otter5.jpg
286.014	4	0	2	48	Eton	Elephant	RPminus	277.999	2	2	Elephant3.jpg
292.015	4	0	1.5	49	Orrin	Otter	NRPb	283.999	2	2	Otter6.jpg
297.515	4	0	2	50	Lonnie	Lion	RPminus	289.5	2	2	Lion8.jpg
303.515	4	0	3	51	Paxton	Pig	NRPa	295.5	2	2	Pig3.jpg
310.515	4	0	1.5	52	Glenworth	Giraffe	RPplus	300.522	2	2	Giraffe3.jpg
316.016	4	0	1	53	Gifford	Giraffe	RPminus	308	2	2	Giraffe7.jpg
321.016	4	0	1	54	Prescott	Pig	NRPa	313	2	2	Pig1.jpg
326.016	4	0	1.5	55	Egan	Elephant	RPplus	316.023	2	2	Elephant4.jpg
331.517	4	0	1	56	Ewan	Elephant	RPminus	323.501	2	2	Elephant8.jpg
336.517	4	0	4	57	Garret	Giraffe	RPplus	326.523	2	2	Giraffe1.jpg
344.517	4	0	1	58	Asher	Ape	NRPa	336.502	2	2	Ape4.jpg
