onset	duration	onsetdelay	ITIduration	trial	ProperName	categ	cond	vocalOnset	rpDuration	vocalDuration	stim_file
20.001	4	0	1.5	1	Pearson	Pig	RPplus	10.007	2	2	Pig4.jpg
25.501	4	0	1	2	Parrish	Pig	RPplus	15.507	2	2	Pig6.jpg
30.501	4	0	2.5	3	Olaf	Otter	RPminus	22.486	2	2	Otter2.jpg
37.002	4	0	1	4	Linton	Lion	RPplus	27.008	2	2	Lion8.jpg
42.002	4	0	1	5	Osgood	Otter	RPminus	33.986	2	2	Otter7.jpg
47.002	4	0	1	6	Omar	Otter	RPplus	37.009	2	2	Otter3.jpg
52.003	4	0	5.5	7	Lester	Lion	RPplus	42.009	2	2	Lion6.jpg
61.503	4	0	1	8	Gordie	Giraffe	NRPb	53.487	2	2	Giraffe5.jpg
66.503	4	0	2	9	Gino	Giraffe	NRPa	58.488	2	2	Giraffe8.jpg
72.503	4	0	1	10	Glenworth	Giraffe	NRPb	64.488	2	2	Giraffe1.jpg
77.503	4	0	1	11	Luther	Lion	RPplus	67.511	2	2	Lion4.jpg
82.504	4	0	1	12	Landin	Lion	RPminus	74.488	2	2	Lion5.jpg
87.504	4	0	1	13	Egan	Elephant	NRPa	79.488	2	2	Elephant3.jpg
92.504	4	0	1.5	14	Patrice	Pig	RPminus	84.489	2	2	Pig7.jpg
98.005	4	0	1	15	Amos	Ape	NRPb	89.989	2	2	Ape1.jpg
103.005	4	0	1.5	16	Ennis	Elephant	NRPa	94.989	2	2	Elephant6.jpg
108.505	4	0	1.5	17	Elden	Elephant	NRPb	100.49	2	2	Elephant8.jpg
114.005	4	0	5	18	Prescott	Pig	RPminus	105.99	2	2	Pig5.jpg
123.005	4	0	1	19	Emmet	Elephant	NRPb	114.99	2	2	Elephant2.jpg
128.006	4	0	1.5	20	Gifford	Giraffe	NRPa	119.99	2	2	Giraffe3.jpg
133.506	4	0	1	21	Luka	Lion	RPminus	125.491	2	2	Lion1.jpg
138.506	4	0	1.5	22	Paxton	Pig	RPplus	128.513	2	2	Pig1.jpg
144.007	4	0	2.5	23	Orrin	Otter	RPminus	135.991	2	2	Otter5.jpg
150.507	4	0	3	24	Lonnie	Lion	RPminus	142.491	2	2	Lion7.jpg
157.507	4	0	1	25	Alden	Ape	NRPb	149.492	2	2	Ape7.jpg
162.508	4	0	1	26	Percy	Pig	RPminus	154.492	2	2	Pig3.jpg
167.508	4	0	4.5	27	Orson	Otter	RPplus	157.514	2	2	Otter6.jpg
176.008	4	0	1	28	Arlen	Ape	NRPa	167.992	2	2	Ape8.jpg
181.008	4	0	1	29	Edbert	Elephant	NRPb	172.993	2	2	Elephant4.jpg
186.009	4	0	1	30	Amin	Ape	NRPb	177.993	2	2	Ape3.jpg
191.009	4	0	1	31	Gunther	Giraffe	NRPb	182.994	2	2	Giraffe6.jpg
196.009	4	0	2.5	32	Odin	Otter	RPplus	186.016	2	2	Otter4.jpg
202.509	4	0	2	33	Abner	Ape	NRPa	194.494	2	2	Ape4.jpg
208.51	4	0	3	34	Leroy	Lion	RPminus	200.494	2	2	Lion3.jpg
215.51	4	0	1.5	35	Oxley	Otter	RPplus	205.517	2	2	Otter1.jpg
221.01	4	0	1.5	36	Levar	Lion	RPplus	211.018	2	2	Lion2.jpg
226.511	4	0	1	37	Asher	Ape	NRPa	218.495	2	2	Ape5.jpg
231.511	4	0	3.5	38	Eton	Elephant	NRPa	223.495	2	2	Elephant7.jpg
239.011	4	0	1	39	Perry	Pig	RPplus	229.017	2	2	Pig2.jpg
244.011	4	0	1.5	40	Angus	Ape	NRPb	235.996	2	2	Ape2.jpg
249.512	4	0	2	41	Linton	Lion	RPplus	239.518	2	2	Lion8.jpg
255.512	4	0	1	42	Luther	Lion	RPplus	245.519	2	2	Lion4.jpg
260.512	4	0	1	43	Perry	Pig	RPplus	250.518	2	2	Pig2.jpg
265.512	4	0	6	44	Pryor	Pig	RPminus	257.497	2	2	Pig8.jpg
275.513	4	0	1.5	45	Lester	Lion	RPplus	265.519	2	2	Lion6.jpg
281.013	4	0	3.5	46	Anton	Ape	NRPa	272.997	2	2	Ape6.jpg
288.513	4	0	1	47	Griswold	Giraffe	NRPa	280.498	2	2	Giraffe4.jpg
293.513	4	0	1	48	Garret	Giraffe	NRPb	285.498	2	2	Giraffe7.jpg
298.513	4	0	3.5	49	Oakley	Otter	RPminus	290.498	2	2	Otter8.jpg
306.014	4	0	1	50	Oxley	Otter	RPplus	296.021	2	2	Otter1.jpg
311.014	4	0	1	51	Godwin	Giraffe	NRPa	302.998	2	2	Giraffe2.jpg
316.014	4	0	1.5	52	Landin	Lion	RPminus	307.999	2	2	Lion5.jpg
321.514	4	0	2	53	Efren	Elephant	NRPa	313.499	2	2	Elephant5.jpg
327.514	4	0	1	54	Ewan	Elephant	NRPb	319.499	2	2	Elephant1.jpg
332.515	4	0	3.5	55	Egan	Elephant	NRPa	324.499	2	2	Elephant3.jpg
340.015	4	0	1	56	Osgood	Otter	RPminus	331.999	2	2	Otter7.jpg
345.015	4	0	1.5	57	Efren	Elephant	NRPa	337	2	2	Elephant5.jpg
350.515	4	0	2	58	Arlen	Ape	NRPa	342.5	2	2	Ape8.jpg
356.516	4	0	1	59	Angus	Ape	NRPb	348.5	2	2	Ape2.jpg
361.516	4	0	1	60	Anton	Ape	NRPa	353.5	2	2	Ape6.jpg
366.516	4	0	1.5	61	Omar	Otter	RPplus	356.524	2	2	Otter3.jpg
372.016	4	0	2	62	Godwin	Giraffe	NRPa	364.001	2	2	Giraffe2.jpg
378.017	4	0	2	63	Griswold	Giraffe	NRPa	370.001	2	2	Giraffe4.jpg
384.017	4	0	2.5	64	Emmet	Elephant	NRPb	376.001	2	2	Elephant2.jpg
